airport_id,name,country,latitude,longitude
GAGO,Gao International Airport,ML,16.248466,-0.005389
GAKD,Kayes Dag Dag Airport,ML,14.482521,-11.399335
GAMB,Mopti Airport,ML,14.5128,-4.07956
GATB,Tombouktou Airport,ML,16.730499,-3.00758
GBYD,Banjul International Airport,GM,13.338,-16.652201
GCFV,Fuerteventura Airport,ES,28.4527,-13.8638
GCHI,El Hierro Airport,ES,27.8148,-17.8871
GCLA,La Palma Airport,ES,28.626499,-17.7556
GCLP,Gran Canaria Airport,ES,27.9319,-15.3866
GCRR,César Manrique-Lanzarote Airport,ES,28.945499,-13.6052
GCTS,Tenerife Sur Airport,ES,28.0445,-16.5725
GCXO,Tenerife Norte-Ciudad de La Laguna Airport,ES,28.482752,-16.341707
GE-0007,Ozurgeti Air Base,GE,41.9291,41.863499
GE-0010,Senaki Air Base,GE,42.2403057198,42.0454931259
GEML,Melilla Airport,ES,35.2798,-2.95626
GFBO,Bo Airport,SL,7.9444,-11.761
GFKE,Kenema Airport,SL,7.896364,-11.174126
GFLL,Lungi International Airport,SL,8.61644,-13.1955
GFYE,Yengema Airport,SL,8.61047,-11.0454
GGOV,Osvaldo Vieira International Airport,GW,11.894262,-15.653596
BGQO,Qaqortoq Airport,GL,60.76383,-46.065001
GLGE,Greenville/Sinoe Airport,LR,5.032124,-9.064236
GLMR,Spriggs Payne Airport,LR,6.28906,-10.7587
GLRB,Roberts International Airport,LR,6.23379,-10.3623
GMAD,Al Massira Airport,MA,30.322478,-9.412003
GMAT,Tan Tan Airport,MA,28.447563,-11.161749
GMAZ,Zagora Airport,MA,30.265788,-5.860808
GMFB,Bouarfa Airport,MA,32.514306,-1.983056
GMFF,Fes Saïss International Airport,MA,33.927299,-4.97796
GMFK,Moulay Ali Cherif Airport,MA,31.9475002289,-4.39833021164
GMFM,Bassatine Airport,MA,33.879101,-5.51512
GMFO,Oujda Angads Airport,MA,34.789558,-1.926041
GMMA,Smara Airport,EH,26.731987,-11.683655
GMMD,Beni Mellal Airport,MA,32.401895,-6.315905
GMME,Rabat-Salé Airport,MA,34.051498,-6.75152
GMMH,Dakhla Airport,EH,23.7183,-15.932
GMMI,Essaouira-Mogador Airport,MA,31.397499,-9.68167
GMML,Laayoune Hassan I International Airport,EH,27.142467,-13.224947
GMMN,Mohammed V International Airport,MA,33.3675,-7.58997
GMMW,Nador Al Aaroui International Airport,MA,34.9888,-3.02821
GMMX,Marrakesh Menara Airport,MA,31.604807,-8.035788
GMMP,Kenitra Air Base,MA,34.298901,-6.59588
GMMZ,Ouarzazate International Airport,MA,30.9391,-6.90943
GMTA,Cherif Al Idrissi Airport,MA,35.177101,-3.83952
GMTN,Sania Ramel Airport,MA,35.594299,-5.32002
GMTT,Tangier Ibn Battuta Airport,MA,35.731741,-5.921459
GOBD,Blaise Diagne International Airport,SN,14.670878,-17.072829
GOGG,Ziguinchor Airport,SN,12.55559,-16.283298
GOGS,Cap Skirring Airport,SN,12.39533,-16.748
GOOK,Kaolack Airport,SN,14.146900177001953,-16.051300048828125
GOOY,Léopold Sédar Senghor International Airport,SN,14.742337,-17.479222
GOSM,Ouro Sogui Airport,SN,15.5936,-13.3228
GOSS,Saint Louis Airport,SN,16.049814,-16.461039
GOTB,Bakel Airport,SN,14.847299575805664,-12.468299865722656
GOTK,Kédougou Airport,SN,12.57229995727539,-12.22029972076416
GOTT,Tambacounda Airport,SN,13.7368,-13.6531
GQNO,Nouakchott–Oumtounsy International Airport,MR,18.31,-15.969722
GQPA,Atar International Airport,MR,20.505823,-13.043744
GQPP,Nouadhibou International Airport,MR,20.932404,-17.030199
GQPZ,Tazadit Airport,MR,22.757345,-12.482228
LGTL,(*)Kasteli Hellenic Air Force Base,GR,35.191341,25.326588
GUCY,Ahmed Sékou Touré International Airport,GN,9.57689,-13.612
GVAC,Amílcar Cabral International Airport,CV,16.7414,-22.9494
GVBA,Aristides Pereira International Airport,CV,16.136499,-22.888901
GVMA,Maio Airport,CV,15.155900001525879,-23.213699340820312
GVNP,Nelson Mandela International Airport,CV,14.941126,-23.484728
GVSN,Preguiça Airport,CV,16.588852,-24.284132
GVSV,Cesaria Evora International Airport,CV,16.833363,-25.055308
HAAB,Addis Ababa Bole International Airport,ET,8.97789,38.799301
HAAM,Arba Minch Airport,ET,6.03939,37.5905
HAAX,Axum Airport,ET,14.1468,38.7728
HABD,Bahir Dar Airport,ET,11.6081,37.321602
HADR,Aba Tenna Dejazmach Yilma International Airport,ET,9.623549,41.855027
HAGM,Gambela Airport,ET,8.12876,34.563099
HAGN,Gondar Airport,ET,12.5199,37.433998
HAGO,Gode Airport,ET,5.93513011932,43.5786018372
HAHM,Harar Meda Airport,ET,8.7163,39.0059
HAJJ,Gerad Wilwal International Airport,ET,9.331907,42.911811
HABC,Jinka Airport,ET,5.749655,36.560165
HAJM,Jimma Airport,ET,7.66609001159668,36.81660079956055
HAKD,Kebri Dahar Airport,ET,6.732577,44.241339
HALA,Hawassa International Airport,ET,7.100611,38.396455
HAMK,Mekele Alula Aba Nega Airport,ET,13.4674,39.533501
HASO,Asosa Airport,ET,10.018500328063965,34.586299896240234
HBBA,Bujumbura Melchior Ndadaye International Airport,BI,-3.32402,29.318501
HBBE,Gitega Airport,BI,-3.417209,29.911308
HCMF,Bender Qassim International Airport,SO,11.275235,49.139231
HCMH,Egal International Airport,SO,9.514082,44.083469
HCMI,Berbera Airport,SO,10.385035,44.936723
HCMK,Kismayo Airport,SO,-0.377353,42.459202
HCMM,Aden Adde International Airport,SO,2.01444,45.304699
HDAM,Djibouti-Ambouli Airport,DJ,11.5473,43.1595
HE16,Birma Air Base,EG,30.836599,30.936001
HE28,Gebel El Basur Air Base,EG,30.540501,30.5602
HE32,Al Mansurah Airbase,EG,30.9676,31.4342
HE35,Abu Suwayr Air Base,EG,30.57270050048828,32.095298767089844
HE36,Bardawil International Airport,EG,30.410714,33.15535
HE37,Bilbeis Air Base,EG,30.394899,31.6014
HE42,Quesna Airport,EG,30.579,31.1292
HEAL,El Alamein International Airport,EG,30.924324,28.46161
HEAR,El Arish International Airport,EG,31.055324,33.827964
HEAT,Asyut International Airport,EG,27.045962,31.01276
HEAZ,Almaza Air Force Base,EG,30.091702,31.359739
HEAX,Alexandria International Airport,EG,30.93249,29.696437
HEBL,Abu Simbel Airport,EG,22.375924,31.611734
HEBS,Bani Sweif Air Base,EG,29.20224,31.013471
HECA,Cairo International Airport,EG,30.111534,31.396694
HECP,Capital International Airport,EG,30.06465,31.839974
HECW,Cairo West Air Base,EG,30.116431,30.915535
HEGN,Hurghada International Airport,EG,27.176776,33.796692
HEGR,El Jora Airport,EG,31.078138,34.153131
HEGS,Jiyanklis Air Base,EG,30.819799,30.1912
HEIS,Al Ismailiyya Air Base,EG,30.597951,32.235689
HELX,Luxor International Airport,EG,25.671018,32.706446
HEMA,Marsa Alam International Airport,EG,25.555548,34.59245
HEMM,Mersa Matruh International Airport,EG,31.324313,27.22227
HEPS,Port Said International Airport,EG,31.279285,32.240582
HESC,Saint Catherine International Airport,EG,28.684292,34.064409
HESG,Suhaj International Airport,EG,26.342515,31.743017
HESH,Sharm El Sheikh International Airport,EG,27.977272,34.394717
HESN,Aswan International Airport,EG,23.961075,32.820382
HESX,Sphinx International Airport,EG,30.108179,30.895728
HETB,Taba International Airport,EG,29.594496,34.775752
HHAS,Asmara International Airport,ER,15.2919,38.910702
HHMS,Massawa International Airport,ER,15.67,39.370098
HHSB,Assab International Airport,ER,13.0718,42.645
HJJJ,Juba International Airport,SS,4.87201,31.601101
HKAM,Amboseli Airport,KE,-2.644786,37.252922
HKEL,Eldoret International Airport,KE,0.404458,35.238899
HKJK,Jomo Kenyatta International Airport,KE,-1.318886,36.928233
HKKI,Kisumu International Airport,KE,-0.086139,34.728901
HKKT,Kitale Airport,KE,0.971989,34.958599
HKLK,Lokichogio Airport,KE,4.20412,34.348202
HKLO,Lodwar Airport,KE,3.12197,35.6087
HKLU,Manda Airport,KE,-2.252431,40.912892
HKML,Malindi International Airport,KE,-3.22931,40.1017
HKMO,Moi International Airport,KE,-4.03483,39.5942
HKMS,Mara Serena Lodge Airstrip,KE,-1.404588,35.008349
HKNK,Nakuru Lanet Airport,KE,-0.298419,36.159193
HKNL,Nanyuki Civil Airport,KE,-0.062352,37.041296
HKNW,Nairobi Wilson Airport,KE,-1.32172,36.8148
HKNY,Laikipia Air Base,KE,0.029024,37.025196
HKRE,Moi Air Base,KE,-1.27727,36.862301
HKWJ,Wajir Airport,KE,1.73324,40.091599
HL56,Matan al-Sarra Air Base,LY,21.6877,21.8309
HLBU,Bombah Airport,LY,32.4529,23.118601
HL77,Okba Ibn Nafa Air Base,LY,32.473400116,11.897899627700001
HLGD,Sirt International Airport / Ghardabiya Airbase,LY,31.058578,16.597095
HLGT,Ghat Airport,LY,25.145599,10.1426
HLKF,Kufra Airport,LY,24.178699493408203,23.31399917602539
HLLB,Benina International Airport,LY,32.096802,20.269501
HLLM,Mitiga International Airport,LY,32.89177,13.287878
HLLQ,Al Abraq International Airport,LY,32.789036,21.954864
HLLS,Sabha Airport,LY,26.992452,14.466162
HLMB,Marsa al Brega Airport,LY,30.378099,19.576401
HLTD,Ghadames Airport,LY,30.145484,9.702095
LDZU,Udbina Airfield,HR,44.557598,15.7744
HRYG,Gisenyi Airport,RW,-1.6772,29.2589
HRYR,Kigali International Airport,RW,-1.96863,30.1395
HRZA,Kamembe Airport,RW,-2.462239980697632,28.907899856567383
HSDN,Dongola Airport,SD,19.153666,30.430069
HJPH,Paloich Airport,SS,10.529167,32.500556
HSFS,El Fasher Airport,SD,13.614899635314941,25.324600219726562
HSKA,Kassala Airport,SD,15.387499809265137,36.328800201416016
HSMN,Merowe Airport,SD,18.443333,31.843333
HSNN,Nyala Airport,SD,12.0535,24.9562
HSOB,El-Obeid Airport,SD,13.1532,30.2327
HSPN,Port Sudan New International Airport,SD,19.434558,37.234125
HSSG,Sabera Geneina Airport,SD,13.4774,22.53722
HSSK,Khartoum International Airport,SD,15.5895,32.5532
HSSM,Malakal International Airport,SS,9.558739,31.651937
HSWW,Wau Airport,SS,7.72583,27.975
HTAR,Arusha Airport,TZ,-3.3677899837493896,36.63330078125
HTDA,Julius Nyerere International Airport,TZ,-6.873499,39.207288
HTDO,Dodoma Airport,TZ,-6.170559,35.756036
HTGW,Songwe Airport,TZ,-8.919942,33.273981
HTIR,Iringa Airport,TZ,-7.66863,35.752102
HTKJ,Kilimanjaro International Airport,TZ,-3.427049,37.07353
HTLM,Lake Manyara Airport,TZ,-3.37631,35.818298
HTMT,Mtwara Airport,TZ,-10.336204,40.181997
HTMW,Mwanza International Airport,TZ,-2.446563,32.936049
HTPE,Pemba Airport,TZ,-5.25726,39.811401
HTTG,Tanga Airport,TZ,-5.09236,39.071201
HTZA,Abeid Amani Karume International Airport,TZ,-6.22202,39.224899
LHKA,Kalocsa-Foktő Airfield,HU,46.55149,18.942299
HUAR,Arua Airport,UG,3.049152,30.911714
HUEN,Entebbe International Airport,UG,0.042386,32.443501
HUGU,Gulu Airport,UG,2.8055601119995117,32.27180099487305
HUSO,Soroti Airport,UG,1.7276899814605713,33.622798919677734
HZU,Chengdu Huaizhou Airport,CN,30.677339,104.529397
IBL,Indigo Bay Lodge Airport,MZ,-21.708,35.452801
WARD,Dhoho International Airport,ID,-7.749527,111.946831
ID-0339,Old Nabire Airport,ID,-3.368586,135.496702
ID-0340,Tabing Airport,ID,-0.874989,100.351997
ID-0341,Susilo Airport,ID,0.063851,111.473572
WAYB,Bilorai Airport,ID,-3.739503,137.031183
VEAY,Maharshi Valmiki International Airport,IN,26.747736,82.163664
VAAM,Amravati  Airport,IN,20.814608,77.717765
VOSR,Sindhudurg Airport,IN,16.002552,73.529846
VANM,Navi Mumbai International Airport,IN,18.984597,73.065253
VOSH,Rashtrakavi Kuvempu Airport,IN,13.858024,75.618868
VEHO,Itanagar Donyi Polo Hollongi Airport,IN,26.96683,93.638792
IN-0369,Sant Gadge Baba Yavatmal Airport,IN,20.395781,78.216272
VIND,Noida International Airport,IN,28.179868,77.611843
VEAP,Maa Mahamaya Airport,IN,22.98753,83.19612
IQ-0016,H1 New Air Base,IQ,33.816262,41.436712
IQ-0017,H2 Air Base,IQ,33.36372375488281,40.5880241394043
IQ-0018,H3 Air Base,IQ,32.92938232421875,39.74510192871094
IQ-0020,H3 Northwest AFB,IQ,33.07456970214844,39.59961700439453
IQ-0021,H3 Southwest Air Base,IQ,32.74492645263672,39.59955596923828
ORJA,Jalibah Southeast Air Base,IQ,30.546518,46.602779
IQ-0030,Kut Al Hayy East Air Base,IQ,32.11684036254883,46.382240295410156
IQ-0034,Qalat Salih Air Base,IQ,31.456581115722656,47.289791107177734
IQ-0039,Rasheed Air Base,IQ,33.279327,44.493706
IQ-0040,Ruwayshid Air Base,IQ,32.40611267089844,39.12361145019531
IQ-0042,Sahl Sinjar Air Base,IQ,35.8592643737793,42.14213943481445
IQ-0045,Samarra East Air Base / Dhuluiya Airport,IQ,34.16554,44.264304
IQ-0051,Tal Ashtah New Air Base,IQ,35.139721,44.133888
IQ-0054,Tuz Khurmatu Air Base,IQ,34.93722152709961,44.4827766418457
IR-0161,Oghab 44 Airbase,IR,28.04816,55.521791
OJKF,King Feisal Air Base,JO,30.3435,36.147701
KBVU,Boulder City Municipal Airport,US,35.947161,-114.858799
K67L,Mesquite Airport,US,36.833105,-114.055928
K76F,Van Zandt County Regional Airport,US,32.681499,-95.9841
K79J,South Alabama Regional At Bill Benton Field Airport,US,31.3088,-86.393799
KABE,Lehigh Valley International Airport,US,40.651773,-75.442797
KABI,Abilene Regional Airport,US,32.4113006592,-99.68190002440001
KABQ,Albuquerque International Sunport,US,35.039976,-106.608925
KABR,Aberdeen Regional Airport,US,45.449100494384766,-98.42179870605469
KABY,Southwest Georgia Regional Airport,US,31.532946,-84.196215
KACK,Nantucket Memorial Airport,US,41.25310135,-70.06020355
KACT,Waco Regional Airport,US,31.611299514770508,-97.23049926757812
KACV,California Redwood Coast-Humboldt County Airport,US,40.978101,-124.109
KACY,Atlantic City International Airport,US,39.456201,-74.577511
KADH,Ada Regional Airport,US,34.805214,-96.671988
KADW,Joint Base Andrews,US,38.810799,-76.866997
KAEG,Double Eagle II Airport,US,35.145199,-106.794998
KAEX,Alexandria International Airport,US,31.325828,-92.546702
KAFW,Perot Field/Fort Worth Alliance Airport,US,32.99044,-97.31947
KAGC,Allegheny County Airport,US,40.354401,-79.930199
KAGS,Augusta Regional At Bush Field,US,33.3699,-81.9645
KAHN,Athens Ben Epps Airport,US,33.948842,-83.325634
KAIA,Alliance Municipal Airport,US,42.052543,-102.803965
KAKR,Akron Fulton International Airport,US,41.037355,-81.46784
KALB,Albany International Airport,US,42.748299,-73.801697
KALI,Alice International Airport,US,27.7409,-98.026901
KALM,Alamogordo White Sands Regional Airport,US,32.837818,-105.993149
KALN,St Louis Regional Airport,US,38.89030075069999,-90.0459976196
KALO,Waterloo Regional Airport,US,42.557098388671875,-92.40029907226562
KALS,San Luis Valley Regional Airport/Bergman Field,US,37.434898,-105.866997
KALW,Walla Walla Regional Airport,US,46.09489822,-118.288002
KAMA,Rick Husband Amarillo International Airport,US,35.217857,-101.706444
KANB,Anniston Regional Airport,US,33.5882,-85.8581
KAND,Anderson Regional Airport,US,34.4945983887,-82.70939636230001
KAOO,Altoona Blair County Airport,US,40.296398,-78.32
KAPA,Centennial Airport,US,39.57009888,-104.848999
KAPF,Naples Municipal Airport,US,26.1525993347,-81.7752990723
KAPG,Phillips Army Air Field,US,39.466202,-76.1688
KAPN,Alpena County Regional Airport,US,45.0780983,-83.56030273
KARA,Acadiana Regional Airport,US,30.0378,-91.883904
KART,Watertown International Airport,US,43.991901,-76.021698
KASE,Aspen-Pitkin County Airport (Sardy Field),US,39.223202,-106.869003
KAST,Astoria Regional Airport,US,46.158000946,-123.878997803
KATL,Hartsfield Jackson Atlanta International Airport,US,33.6367,-84.428101
KATW,Appleton International Airport,US,44.258515,-88.519
KATY,Watertown Regional Airport,US,44.91400146,-97.15470123
KAUG,Augusta State Airport,US,44.320598602299995,-69.7973022461
KAUS,Austin Bergstrom International Airport,US,30.197535,-97.662015
KAUW,Wausau Downtown Airport,US,44.9262008667,-89.6266021729
KAVL,Asheville Regional Airport,US,35.435488,-82.541853
KAVP,Wilkes-Barre/Scranton International Airport,US,41.337064,-75.724232
KAWO,Arlington Municipal Airport,US,48.161448,-122.158442
KAXN,Chandler Field,US,45.866299,-95.394699
KAZO,Kalamazoo/Battle Creek International Airport,US,42.232105,-85.549637
KBAB,Beale Air Force Base,US,39.136101,-121.436996
KBAD,Barksdale Air Force Base,US,32.501801,-93.662697
KBAF,Westfield-Barnes Regional Airport,US,42.157799,-72.715599
KBAK,Columbus Municipal Airport,US,39.262386,-85.895576
KBAZ,New Braunfels National Airport,US,29.7045,-98.042198
KBBD,Curtis Field,US,31.178931,-99.324732
KBBG,Branson Airport,US,36.532082,-93.200544
KBCE,Bryce Canyon Airport,US,37.706401825,-112.144996643
KBCT,Boca Raton Airport,US,26.3785,-80.107697
KBDE,Baudette International Airport,US,48.728401,-94.612198
KBDL,Bradley International Airport,US,41.938555,-72.688016
KBDR,Igor I Sikorsky Memorial Airport,US,41.163502,-73.126198
KBED,Laurence G Hanscom Field,US,42.470001,-71.289001
KBFD,Bradford Regional Airport,US,41.8031005859375,-78.64009857177734
KBFF,Western Neb. Rgnl/William B. Heilig Airport,US,41.87400055,-103.5960007
KBFI,King County International Airport - Boeing Field,US,47.527042,-122.29995
KBFL,Meadows Field,US,35.433601,-119.056999
KBFM,Mobile Downtown Airport,US,30.626800537100003,-88.06809997559999
KBGM,Greater Binghamton/Edwin A Link field,US,42.20869827,-75.97979736
KBGR,Bangor International Airport,US,44.806364,-68.826668
KBHB,Hancock County-Bar Harbor Airport,US,44.45000076,-68.3615036
KBHM,Birmingham-Shuttlesworth International Airport,US,33.562877,-86.750712
KBIF,Biggs Army Air Field (Fort Bliss),US,31.84950066,-106.3799973
KBIH,Eastern Sierra Regional Airport,US,37.3731,-118.363998
KBIL,Billings Logan International Airport,US,45.808932,-108.541242
KBIS,Bismarck Municipal Airport,US,46.772734,-100.746874
KBIX,Keesler Air Force Base,US,30.4104003906,-88.92440032959999
KBJC,Rocky Mountain Metropolitan Airport,US,39.908798,-105.116997
KBJI,Bemidji Regional Airport,US,47.50939941,-94.93370056
KBKE,Baker City Municipal Airport,US,44.837299346900004,-117.808998108
KBKF,Buckley Space Force Base,US,39.701698,-104.751999
KBKL,Burke Lakefront Airport,US,41.51750183105469,-81.68329620361328
KBKW,Raleigh County Memorial Airport,US,37.7873,-81.124199
KBLF,Mercer County Airport,US,37.295799,-81.207703
KBLH,Blythe Airport,US,33.6192016602,-114.717002869
KBLI,Bellingham International Airport,US,48.79280090332031,-122.53800201416016
KBLV,Scott AFB/Midamerica Airport,US,38.5452,-89.835197
KBMG,Monroe County Airport,US,39.145999908447266,-86.61669921875
KBMI,Central Illinois Regional Airport at Bloomington-Normal,US,40.4771,-88.915901
KBNA,Nashville International Airport,US,36.1245,-86.6782
KBNO,Burns Municipal Airport,US,43.590463,-118.955154
KBOI,Boise Air Terminal/Gowen Field,US,43.5644,-116.223
KBOS,Boston Logan International Airport,US,42.36197,-71.0079
KBPI,Miley Memorial Field,US,42.58509827,-110.1110001
KBPK,Ozark Regional Airport,US,36.3689002991,-92.47049713130001
KBPT,Jack Brooks Regional Airport,US,29.9508,-94.020699
KBQK,Brunswick Golden Isles Airport,US,31.258801,-81.466499
KBRD,Brainerd Lakes Regional Airport,US,46.402861,-94.129727
KBRL,Southeast Iowa Regional Airport,US,40.783199310302734,-91.12550354003906
KBRO,Brownsville South Padre Island International Airport,US,25.907238,-97.425235
KBTL,Battle Creek Executive Airport at Kellogg Field,US,42.307301,-85.251503
KBTM,Bert Mooney Airport,US,45.95479965209961,-112.49700164794922
KBTR,Baton Rouge Metropolitan Airport,US,30.533199,-91.149597
KBTV,Patrick Leahy Burlington International Airport,US,44.471901,-73.153297
KBUF,Buffalo Niagara International Airport,US,42.940498,-78.732201
KBUR,Hollywood Burbank/Bob Hope Airport,US,34.202834,-118.35805
KBVI,Beaver County Airport,US,40.772499,-80.391403
KBVY,Beverly Regional Airport,US,42.584202,-70.916496
KBWG,Bowling Green Warren County Regional Airport,US,36.964500427199994,-86.41970062259999
KBWI,Baltimore/Washington International Thurgood Marshall Airport,US,39.1754,-76.668297
KBXM,Brunswick Executive Airport,US,43.89220047,-69.93859863
KBYH,Arkansas International Airport,US,35.9642982483,-89.94400024410001
KBYI,Burley Municipal Airport,US,42.542598724399994,-113.772003174
KBYS,Bicycle Lake Army Air Field,US,35.2804985046,-116.629997253
KBZN,Bozeman Yellowstone International Airport,US,45.778853,-111.153711
KCAE,Columbia Metropolitan Airport,US,33.938172,-81.123022
KCAK,Akron Canton Regional Airport,US,40.916099548339844,-81.44219970703125
KCAR,Caribou Municipal Airport,US,46.871498,-68.017899
KCBM,Columbus Air Force Base,US,33.643799,-88.443802
KCCR,Buchanan Field,US,37.9897,-122.056999
KCCY,Northeast Iowa Regional Airport,US,43.0726013184,-92.6108016968
KCDC,Cedar City Regional Airport,US,37.70100021362305,-113.0989990234375
KCDR,Chadron Municipal Airport,US,42.837601,-103.095001
KCDS,Childress Municipal Airport,US,34.4337997437,-100.288002014
KCEC,Jack Mc Namara Field Airport,US,41.778929,-124.236403
KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,US,42.194,-72.534798
KCEW,Bob Sikes Airport,US,30.778799057,-86.522102356
KCEZ,Cortez Municipal Airport,US,37.303001,-108.627998
KCGF,Cuyahoga County Airport,US,41.5651016235,-81.4863967896
KCGI,Cape Girardeau Regional Airport,US,37.2253,-89.570801
KCHA,Chattanooga Metropolitan Airport (Lovell Field),US,35.035301,-85.203796
KCHO,Charlottesville Albemarle Airport,US,38.13859939575195,-78.4529037475586
KCHS,Charleston International Airport,US,32.896159,-80.038151
KCID,The Eastern Iowa Airport,US,41.884701,-91.7108
KCIU,Chippewa County International Airport,US,46.242038,-84.462082
KCKB,North Central West Virginia Airport,US,39.2966,-80.228104
KCLE,Cleveland Hopkins International Airport,US,41.411701,-81.8498
KCLL,Easterwood Field,US,30.5886,-96.3638
KCLM,William R Fairchild International Airport,US,48.120201,-123.5
KCLT,Charlotte Douglas International Airport,US,35.2140007019043,-80.94309997558594
KCMA,Camarillo International Airport,US,34.213699,-119.094002
KCMH,John Glenn Columbus International Airport,US,39.998001,-82.891899
KCMI,University of Illinois Willard Airport,US,40.039819,-88.276249
KCMX,Houghton County Memorial Airport,US,47.168399810791016,-88.48909759521484
KCNM,Cavern City Air Terminal,US,32.337501525878906,-104.26300048828125
KCNU,Chanute Martin Johnson Airport,US,37.668173,-95.486727
KCNY,Canyonlands Regional Airport,US,38.755001,-109.754997
KCOD,Yellowstone Regional Airport,US,44.520199,-109.024002
KCOE,Coeur D'Alene Airport - Pappy Boyington Field,US,47.7743,-116.82
KCOF,Patrick Space Force Base,US,28.2349,-80.6101
KCON,Concord Municipal Airport,US,43.20270157,-71.50229645
KCOS,City of Colorado Springs Municipal Airport,US,38.805801,-104.700996
KCOU,Columbia Regional Airport,US,38.8181,-92.219597
KCPR,Casper-Natrona County International Airport,US,42.907381,-106.461609
KCRE,Grand Strand Airport,US,33.8116989136,-78.72389984130001
KCRG,Jacksonville Executive at Craig Airport,US,30.3362998962,-81.51439666750001
KCRP,Corpus Christi International Airport,US,27.770399,-97.501198
KCRQ,McClellan-Palomar Airport,US,33.1283,-117.279999
KCRW,Yeager Airport,US,38.3731,-81.593201
KCSG,Columbus Airport,US,32.516415,-84.939602
KCSV,Crossville Memorial Airport Whitson Field,US,35.95131,-85.08499
KCTB,Cut Bank International Airport,US,48.608657,-112.378183
KCUB,Jim Hamilton L.B. Owens Airport,US,33.970500946,-80.9952011108
KCVG,Cincinnati Northern Kentucky International Airport,US,39.048801,-84.667801
KCVN,Clovis Municipal Airport,US,34.426594,-103.078794
KCVO,Corvallis Municipal Airport,US,44.49720001,-123.2900009
KCVS,Cannon Air Force Base,US,34.382801,-103.321999
KCWA,Central Wisconsin Airport,US,44.777448,-89.670238
KCXO,Conroe-North Houston Regional Airport,US,30.351801,-95.414497
KCXP,Carson Airport,US,39.194331,-119.734312
KCYS,Cheyenne Regional Jerry Olson Field,US,41.155701,-104.811997
KDAA,Davison Army Air Field,US,38.715000152600005,-77.1809997559
KDAB,Daytona Beach International Airport,US,29.18255,-81.059464
KDAG,Barstow Daggett Airport,US,34.85369873,-116.7870026
KDAL,Dallas Love Field,US,32.844776,-96.847653
KDAN,Danville Regional Airport,US,36.572899,-79.336098
KDAY,James M. Cox Dayton International Airport,US,39.902401,-84.219398
KDBQ,Dubuque Regional Airport,US,42.402,-90.709503
KDCA,Ronald Reagan Washington National Airport,US,38.8521,-77.037697
KDDC,Dodge City Regional Airport,US,37.76340103149414,-99.9655990600586
KDEC,Decatur Airport,US,39.834598541259766,-88.8656997680664
KDEN,Denver International Airport,US,39.860027,-104.673792
KDET,Coleman A. Young Municipal Airport,US,42.40919876,-83.00990295
KDFW,Dallas Fort Worth International Airport,US,32.896801,-97.038002
KDHN,Dothan Regional Airport,US,31.321300506591797,-85.44960021972656
KDHT,Dalhart Municipal Airport,US,36.0225982666,-102.54699707
KDIK,Dickinson Theodore Roosevelt Regional Airport,US,46.797533,-102.801905
KDLF,Laughlin Air Force Base,US,29.359501,-100.778002
KDLH,Duluth International Airport,US,46.841873,-92.198746
KDLS,Columbia Gorge Regional Airport,US,45.620979,-121.170777
KDMA,Davis Monthan Air Force Base,US,32.1665000916,-110.883003235
KDMN,Deming Municipal Airport,US,32.262298584,-107.721000671
KDNL,Daniel Field,US,33.4664993286,-82.0393981934
KDOV,Dover Civil Air Terminal/Dover Air Force Base,US,39.129501,-75.466003
KDPA,Dupage Airport,US,41.90779877,-88.24859619
KDRA,Desert Rock Airport,US,36.6194,-116.032997
KDRI,Beauregard Regional Airport,US,30.831699,-93.339897
KDRO,Durango La Plata County Airport,US,37.151501,-107.753998
KDRT,Del Rio International Airport,US,29.3742008209,-100.927001953
KDSM,Des Moines International Airport,US,41.534027,-93.656719
KDTS,Destin Executive Airport,US,30.400101,-86.471497
KDTW,Detroit Metropolitan Wayne County Airport,US,42.21377,-83.353786
KDUA,Durant Regional Airport - Eaker Field,US,33.939675,-96.395072
KDUG,Bisbee Douglas International Airport,US,31.464139,-109.60456
KDUJ,DuBois Regional Airport,US,41.17829895,-78.8986969
KDVL,Devils Lake Regional Airport,US,48.115454,-98.908796
KDXR,Danbury Municipal Airport,US,41.371656,-73.482227
KDYS,Dyess Air Force Base,US,32.420799,-99.854599
KEAR,Kearney Regional Airport,US,40.727001,-99.006798
KEAT,Pangborn Memorial Airport,US,47.398899,-120.207001
KEAU,Chippewa Valley Regional Airport,US,44.86579895019531,-91.48429870605469
KECG,Elizabeth City Regional Airport & Coast Guard Air Station,US,36.260601,-76.174599
KECP,Northwest Florida Beaches International Airport,US,30.357106,-85.795414
KEDC,Austin Executive Airport,US,30.398049,-97.566909
KEDW,Edwards Air Force Base,US,34.910781,-117.886391
KEED,Needles Airport,US,34.7663002014,-114.623001099
KEEN,Dillant Hopkins Airport,US,42.898399,-72.270798
KEET,Shelby County Airport,US,33.17699814,-86.78279877
KEFD,Ellington Airport,US,29.607299804700002,-95.1587982178
KEGE,Eagle County Regional Airport,US,39.64260101,-106.9179993
KEGI,Duke Field,US,30.65040016,-86.52290344
KEKA,Murray Field,US,40.803398,-124.112999
KEKN,Elkins-Randolph County Regional Airport,US,38.889759,-79.857651
KEKO,Elko Regional Airport,US,40.82490158081055,-115.79199981689453
